experience_idx,distillation,epoch,ce,distill
0,False,0,1.7810,0.0000
0,False,2,1.5195,0.0000
0,False,4,1.2057,0.0000
0,False,6,1.1228,0.0000
0,False,8,1.0401,0.0000
0,False,10,1.0266,0.0000
0,False,12,0.8757,0.0000
0,False,14,0.7798,0.0000
0,False,16,0.7120,0.0000
0,False,18,0.7408,0.0000
0,False,20,0.6243,0.0000
0,False,22,0.3944,0.0000
0,False,24,0.5050,0.0000
0,False,26,0.3444,0.0000
0,False,28,0.5296,0.0000
0,False,30,0.3620,0.0000
0,False,32,0.3114,0.0000
0,False,34,0.5313,0.0000
0,False,36,0.3160,0.0000
0,False,38,0.2468,0.0000
0,False,40,0.1135,0.0000
0,False,42,0.1871,0.0000
0,False,44,0.1265,0.0000
0,False,46,0.1551,0.0000
0,False,48,0.1935,0.0000
0,False,49,0.2459,0.0000
0,True,0,1.9207,18.6513
0,True,2,1.8848,14.1400
0,True,4,1.4968,13.1998
0,True,6,1.3033,10.7411
0,True,8,1.0385,8.5346
0,True,10,1.0850,8.2998
0,True,12,1.0461,6.5306
0,True,14,0.9051,6.2743
0,True,16,0.9683,6.1365
0,True,18,0.9685,6.3667
0,True,20,0.8361,5.2064
0,True,22,0.5870,4.2295
0,True,24,0.8796,5.0008
0,True,26,0.8138,4.5481
0,True,28,0.7286,3.8225
0,True,30,0.7611,4.9844
0,True,32,0.5288,3.4496
0,True,34,0.6157,3.8532
0,True,36,0.5332,3.1333
0,True,38,0.4718,3.1628
0,True,40,0.5305,0.0000
0,True,42,0.7361,0.0000
0,True,44,0.5584,0.0000
0,True,46,0.4394,0.0000
0,True,48,0.5952,0.0000
0,True,50,0.5400,0.0000
0,True,52,0.5300,0.0000
0,True,54,0.4662,0.0000
0,True,56,0.5323,0.0000
0,True,58,0.4793,0.0000
0,True,59,0.7929,0.0000
1,False,0,1.9068,0.0000
1,False,2,1.6294,0.0000
1,False,4,1.3929,0.0000
1,False,6,1.1736,0.0000
1,False,8,1.1990,0.0000
1,False,10,1.0328,0.0000
1,False,12,0.9918,0.0000
1,False,14,1.0784,0.0000
1,False,16,0.8664,0.0000
1,False,18,1.0902,0.0000
1,False,20,0.8517,0.0000
1,False,22,0.6028,0.0000
1,False,24,0.5269,0.0000
1,False,26,0.5389,0.0000
1,False,28,0.6114,0.0000
1,False,30,0.7194,0.0000
1,False,32,0.5039,0.0000
1,False,34,0.4602,0.0000
1,False,36,0.3070,0.0000
1,False,38,0.3255,0.0000
1,False,40,0.3029,0.0000
1,False,42,0.2258,0.0000
1,False,44,0.3157,0.0000
1,False,46,0.2953,0.0000
1,False,48,0.2019,0.0000
1,False,49,0.2855,0.0000
1,True,0,1.3174,11.3992
1,True,2,1.2145,7.8691
1,True,4,1.1043,6.1105
1,True,6,1.0440,6.0458
1,True,8,0.8358,4.6841
1,True,10,0.7560,4.3259
1,True,12,0.7912,4.0608
1,True,14,0.6959,4.0631
1,True,16,0.9119,4.3106
1,True,18,0.7009,4.0003
1,True,20,0.6199,3.5783
1,True,22,0.5443,2.7704
1,True,24,0.6682,2.8333
1,True,26,0.5690,3.0550
1,True,28,0.6134,3.1510
1,True,30,0.5923,2.4875
1,True,32,0.5679,2.5407
1,True,34,0.7430,3.2986
1,True,36,0.6018,2.8766
1,True,38,0.4689,2.8278
1,True,40,0.4925,0.0000
1,True,42,0.5453,0.0000
1,True,44,0.6766,0.0000
1,True,46,0.6604,0.0000
1,True,48,0.5877,0.0000
1,True,50,0.4590,0.0000
1,True,52,0.5231,0.0000
