experience_idx,distillation,epoch,ce,distill
0,False,0,1.9173,0.0000
0,False,2,1.5083,0.0000
0,False,4,1.1966,0.0000
0,False,6,1.2342,0.0000
0,False,8,1.1051,0.0000
0,False,10,1.0097,0.0000
0,False,12,0.9336,0.0000
0,False,14,0.8628,0.0000
0,False,16,0.7829,0.0000
0,False,18,0.8152,0.0000
0,False,20,0.6655,0.0000
0,False,22,0.6573,0.0000
0,False,24,0.5805,0.0000
0,False,26,0.6167,0.0000
0,False,28,0.5695,0.0000
0,False,30,0.5284,0.0000
0,False,32,0.6417,0.0000
0,False,34,0.4318,0.0000
0,False,36,0.2659,0.0000
0,False,38,0.2495,0.0000
0,False,40,0.2754,0.0000
0,False,42,0.2299,0.0000
0,False,44,0.3064,0.0000
0,False,46,0.2024,0.0000
0,False,48,0.3336,0.0000
0,False,49,0.2712,0.0000
0,True,0,2.1950,18.3390
0,True,2,1.9259,15.1692
0,True,4,1.4575,11.1846
0,True,6,1.2631,9.4399
0,True,8,1.3775,9.0885
0,True,10,1.2459,7.1550
0,True,12,1.0553,7.1020
0,True,14,1.0964,5.5851
0,True,16,0.9666,5.8078
0,True,18,0.7937,4.8224
0,True,20,0.7446,4.2791
0,True,22,1.0220,5.0086
0,True,24,0.8455,4.5534
0,True,26,0.6796,3.8543
0,True,28,0.7234,3.4377
0,True,30,0.6060,3.4145
0,True,32,1.0488,3.9142
0,True,34,0.7442,3.8499
0,True,36,0.9875,3.8471
0,True,38,0.6621,2.6808
0,True,40,1.2308,0.0000
0,True,42,0.9268,0.0000
0,True,44,0.8682,0.0000
0,True,46,0.5928,0.0000
0,True,48,0.6614,0.0000
0,True,50,0.6487,0.0000
0,True,52,0.7591,0.0000
0,True,54,0.6187,0.0000
0,True,56,0.6658,0.0000
0,True,58,0.6386,0.0000
0,True,59,0.6609,0.0000
1,False,0,1.8341,0.0000
1,False,2,1.4645,0.0000
1,False,4,1.2214,0.0000
1,False,6,1.1897,0.0000
1,False,8,1.0389,0.0000
1,False,10,0.8794,0.0000
1,False,12,0.8143,0.0000
1,False,14,0.6689,0.0000
1,False,16,0.6354,0.0000
1,False,18,0.7100,0.0000
1,False,20,0.4407,0.0000
1,False,22,0.5082,0.0000
1,False,24,0.5170,0.0000
1,False,26,0.4868,0.0000
1,False,28,0.4466,0.0000
1,False,30,0.5176,0.0000
1,False,32,0.4708,0.0000
1,False,34,0.3703,0.0000
1,False,36,0.3480,0.0000
1,False,38,0.2311,0.0000
1,False,40,0.2397,0.0000
1,False,42,0.2029,0.0000
1,False,44,0.2152,0.0000
1,False,46,0.1499,0.0000
1,False,48,0.1474,0.0000
1,False,49,0.1154,0.0000
1,True,0,1.5805,12.2171
1,True,2,1.0926,7.5539
1,True,4,0.6802,4.8300
1,True,6,0.8706,5.9085
1,True,8,0.6660,4.1417
1,True,10,0.8737,4.6645
1,True,12,0.6754,4.0897
1,True,14,0.5738,3.5804
1,True,16,0.6819,2.8871
1,True,18,0.6671,3.6472
1,True,20,0.6057,3.5237
1,True,22,0.5035,2.4034
1,True,24,0.5276,3.2269
1,True,26,0.5371,2.9762
1,True,28,0.5782,2.8109
1,True,30,0.5768,3.6355
1,True,32,0.6440,3.1269
1,True,34,0.4077,2.1966
1,True,36,0.4355,2.4860
1,True,38,0.6339,3.1572
1,True,40,0.5485,0.0000
1,True,42,0.7025,0.0000
1,True,44,0.4884,0.0000
1,True,46,0.5098,0.0000
1,True,48,0.4417,0.0000
1,True,50,0.4004,0.0000
1,True,52,0.4441,0.0000
1,True,54,0.4606,0.0000
1,True,56,0.3932,0.0000
1,True,58,0.4572,0.0000
1,True,59,0.3811,0.0000
2,False,0,1.9736,0.0000
2,False,2,1.5897,0.0000
2,False,4,1.3363,0.0000
2,False,6,1.1633,0.0000
2,False,8,0.8956,0.0000
2,False,10,1.1179,0.0000
2,False,12,1.0231,0.0000
2,False,14,0.7929,0.0000
2,False,16,0.7798,0.0000
2,False,18,0.5727,0.0000
2,False,20,0.5253,0.0000
2,False,22,0.5153,0.0000
2,False,24,0.4638,0.0000
2,False,26,0.5200,0.0000
2,False,28,0.6172,0.0000
2,False,30,0.3838,0.0000
2,False,32,0.4090,0.0000
2,False,34,0.3926,0.0000
2,False,36,0.2564,0.0000
2,False,38,0.2916,0.0000
2,False,40,0.2379,0.0000
2,False,42,0.2397,0.0000
2,False,44,0.1413,0.0000
2,False,46,0.1640,0.0000
2,False,48,0.1425,0.0000
2,False,49,0.2453,0.0000
2,True,0,1.4883,11.6136
2,True,2,0.9631,7.6107
2,True,4,0.8940,5.6083
2,True,6,0.8532,4.8890
2,True,8,0.5683,3.9606
2,True,10,0.7467,4.1791
2,True,12,0.5775,4.4380
2,True,14,0.6814,3.3952
2,True,16,0.4752,3.0497
2,True,18,0.5771,4.1207
2,True,20,0.4422,2.9226
2,True,22,0.3812,2.3944
2,True,24,0.3047,2.1219
2,True,26,0.4610,2.7042
2,True,28,0.3477,2.3261
2,True,30,0.1851,1.8837
2,True,32,0.4275,2.6286
2,True,34,0.3155,2.0667
2,True,36,0.3576,2.2574
2,True,38,0.3766,2.2520
2,True,40,0.4946,0.0000
2,True,42,0.5956,0.0000
2,True,44,0.4387,0.0000
2,True,46,0.3641,0.0000
2,True,48,0.4030,0.0000
2,True,50,0.3786,0.0000
2,True,52,0.3376,0.0000
2,True,54,0.4090,0.0000
2,True,56,0.3670,0.0000
2,True,58,0.5531,0.0000
2,True,59,0.2385,0.0000
3,False,0,1.7607,0.0000
3,False,2,1.4917,0.0000
3,False,4,1.4135,0.0000
3,False,6,1.0774,0.0000
3,False,8,0.7787,0.0000
3,False,10,1.1237,0.0000
3,False,12,0.9338,0.0000
3,False,14,0.5588,0.0000
3,False,16,0.6779,0.0000
3,False,18,0.7397,0.0000
3,False,20,0.4689,0.0000
3,False,22,0.6117,0.0000
3,False,24,0.3948,0.0000
3,False,26,0.5393,0.0000
3,False,28,0.5146,0.0000
3,False,30,0.2879,0.0000
3,False,32,0.3406,0.0000
3,False,34,0.2843,0.0000
3,False,36,0.2357,0.0000
3,False,38,0.2505,0.0000
3,False,40,0.1316,0.0000
3,False,42,0.1685,0.0000
3,False,44,0.2151,0.0000
3,False,46,0.1691,0.0000
3,False,48,0.0896,0.0000
3,False,49,0.0866,0.0000
3,True,0,1.2524,10.7896
3,True,2,0.9369,6.0495
3,True,4,0.9770,5.9533
3,True,6,0.6464,3.5301
