experience_idx,acc_taw
0,0.7830
0,0.7830
0,0.7830
1,0.7970
1,0.7970
1,0.7970
2,0.8183
2,0.8183
2,0.8183
3,0.8267
3,0.8267
3,0.8267
4,0.8348
4,0.8348
4,0.8348
5,0.8312
5,0.8312
5,0.8312
6,0.8369
6,0.8369
6,0.8369
7,0.8388
7,0.8388
7,0.8388
8,0.8350
8,0.8350
8,0.8350
9,0.8367
9,0.8367
9,0.8367
