experience_idx,acc
0,0.7750
0,0.7750
0,0.7750
1,0.6190
1,0.6230
1,0.6225
2,0.5803
2,0.5803
2,0.5783
3,0.5483
3,0.5470
3,0.5468
4,0.4952
4,0.4960
4,0.4954
5,0.4907
5,0.4897
5,0.4887
6,0.4720
6,0.4736
6,0.4729
7,0.4403
7,0.4440
7,0.4441
8,0.4192
8,0.4237
8,0.4244
9,0.4119
9,0.4165
9,0.4177
