experience_idx,distillation,epoch,acc_train,acc_test
1,False,20,0.7222,0.6970
1,False,22,0.6574,0.6050
1,False,24,0.7042,0.6580
1,False,26,0.7360,0.6700
1,False,28,0.7722,0.7180
1,False,30,0.7608,0.7050
1,False,32,0.7944,0.7070
1,False,34,0.7876,0.7170
1,False,36,0.8800,0.7820
1,False,38,0.8744,0.7750
1,False,40,0.8860,0.7590
1,False,42,0.8802,0.7550
1,False,44,0.9100,0.7660
1,False,46,0.8228,0.7160
1,False,48,0.8890,0.7700
1,False,49,0.8820,0.7480
1,True,0,0.4034,0.4110
1,True,2,0.5884,0.5800
1,True,4,0.6626,0.6270
1,True,6,0.6462,0.6370
1,True,8,0.7014,0.6790
1,True,10,0.6448,0.6120
1,True,12,0.7096,0.6900
1,True,14,0.6940,0.6330
1,True,16,0.7418,0.7040
1,True,18,0.7322,0.6940
1,True,20,0.7604,0.7030
1,True,22,0.8012,0.7430
1,True,24,0.8006,0.7330
1,True,26,0.8000,0.7310
1,True,28,0.7926,0.7200
1,True,30,0.7658,0.6750
1,True,32,0.8030,0.7330
1,True,34,0.7940,0.7130
1,True,36,0.7272,0.6690
1,True,38,0.8388,0.7360
1,True,40,0.8084,0.7390
1,True,42,0.8854,0.7850
1,True,44,0.8920,0.7930
1,True,46,0.9064,0.7970
1,True,48,0.9008,0.7900
1,True,50,0.9080,0.7970
1,True,52,0.9088,0.7940
1,True,54,0.9146,0.7980
1,True,56,0.9214,0.7940
1,True,58,0.9244,0.7970
1,True,59,0.9182,0.7910
2,False,0,0.1566,0.1430
2,False,2,0.4350,0.4190
2,False,4,0.5754,0.5690
2,False,6,0.6266,0.6310
2,False,8,0.6410,0.6450
2,False,10,0.7322,0.7100
2,False,12,0.7538,0.7420
2,False,14,0.7450,0.7320
2,False,16,0.7384,0.6950
2,False,18,0.7190,0.6580
2,False,20,0.8260,0.7740
2,False,22,0.7824,0.7240
2,False,24,0.7750,0.7260
2,False,26,0.8160,0.7410
2,False,28,0.8944,0.8140
2,False,30,0.8650,0.7910
2,False,32,0.8322,0.7610
2,False,34,0.8494,0.7670
2,False,36,0.9480,0.8380
2,False,38,0.9528,0.8530
2,False,40,0.9488,0.8380
2,False,42,0.9524,0.8360
2,False,44,0.9324,0.8310
2,False,46,0.9652,0.8410
2,False,48,0.9576,0.8250
2,False,49,0.9582,0.8550
2,True,0,0.4952,0.4770
2,True,2,0.7062,0.7020
2,True,4,0.7206,0.7190
2,True,6,0.8006,0.7670
2,True,8,0.7536,0.7140
2,True,10,0.8498,0.8290
2,True,12,0.8398,0.7930
2,True,14,0.8510,0.8040
2,True,16,0.8418,0.7880
2,True,18,0.7024,0.6770
2,True,20,0.8418,0.7860
2,True,22,0.8692,0.8110
2,True,24,0.8768,0.8290
2,True,26,0.8836,0.8210
2,True,28,0.8994,0.8440
2,True,30,0.8640,0.8180
2,True,32,0.8676,0.8050
2,True,34,0.8454,0.7760
2,True,36,0.8448,0.7980
2,True,38,0.8926,0.8470
2,True,40,0.9112,0.8340
2,True,42,0.9540,0.8640
2,True,44,0.9578,0.8680
2,True,46,0.9588,0.8710
2,True,48,0.9622,0.8760
2,True,50,0.9638,0.8690
2,True,52,0.9648,0.8660
2,True,54,0.9622,0.8740
2,True,56,0.9684,0.8850
2,True,58,0.9682,0.8660
2,True,59,0.9680,0.8690
3,False,0,0.2942,0.3180
3,False,2,0.4006,0.3810
3,False,4,0.5386,0.5660
3,False,6,0.5718,0.5870
3,False,8,0.5924,0.6300
3,False,10,0.6444,0.6220
3,False,12,0.6788,0.6750
3,False,14,0.7104,0.7280
3,False,16,0.7116,0.7110
3,False,18,0.7428,0.7350
3,False,20,0.6712,0.6340
3,False,22,0.7738,0.7400
3,False,24,0.8132,0.7860
3,False,26,0.7610,0.7320
3,False,28,0.8336,0.7590
3,False,30,0.8384,0.7840
3,False,32,0.8532,0.7780
3,False,34,0.8928,0.7990
3,False,36,0.9100,0.7970
3,False,38,0.9424,0.8370
3,False,40,0.9180,0.8090
3,False,42,0.9520,0.8290
3,False,44,0.9308,0.8160
3,False,46,0.9506,0.8370
3,False,48,0.9448,0.8130
3,False,49,0.9430,0.8280
3,True,0,0.5896,0.6010
3,True,2,0.7150,0.6980
3,True,4,0.7818,0.7640
3,True,6,0.7552,0.7290
3,True,8,0.8514,0.8240
3,True,10,0.7986,0.7580
3,True,12,0.7772,0.7440
3,True,14,0.8662,0.8060
3,True,16,0.8418,0.7740
3,True,18,0.8542,0.8020
3,True,20,0.8458,0.7930
3,True,22,0.8722,0.8090
3,True,24,0.8758,0.8120
3,True,26,0.8606,0.7890
3,True,28,0.8828,0.8120
3,True,30,0.8382,0.7510
3,True,32,0.9028,0.8140
3,True,34,0.9080,0.8320
3,True,36,0.9030,0.8250
3,True,38,0.9056,0.8080
3,True,40,0.9166,0.8520
3,True,42,0.9458,0.8660
3,True,44,0.9474,0.8590
3,True,46,0.9562,0.8580
3,True,48,0.9590,0.8590
3,True,50,0.9594,0.8580
3,True,52,0.9606,0.8570
3,True,54,0.9710,0.8550
3,True,56,0.9628,0.8460
3,True,58,0.9604,0.8510
3,True,59,0.9700,0.8490
4,False,0,0.2140,0.2700
4,False,2,0.4622,0.4680
4,False,4,0.5108,0.5310
4,False,6,0.5198,0.5200
4,False,8,0.5422,0.5040
4,False,10,0.6144,0.5770
4,False,12,0.6078,0.5700
4,False,14,0.6130,0.5490
4,False,16,0.6820,0.6180
4,False,18,0.6878,0.6110
4,False,20,0.7228,0.6490
4,False,22,0.7982,0.6900
4,False,24,0.7600,0.6650
4,False,26,0.7750,0.6650
4,False,28,0.7380,0.6390
4,False,30,0.7472,0.6600
4,False,32,0.7684,0.6670
4,False,34,0.8416,0.7300
4,False,36,0.9072,0.7750
4,False,38,0.8964,0.7450
4,False,40,0.9178,0.7760
4,False,42,0.8784,0.7250
4,False,44,0.8534,0.6850
4,False,46,0.9072,0.7460
4,False,48,0.9148,0.7590
4,False,49,0.9238,0.7500
4,True,0,0.5342,0.4870
4,True,2,0.6354,0.6180
4,True,4,0.7238,0.6850
4,True,6,0.7246,0.6900
4,True,8,0.7518,0.6950
4,True,10,0.7614,0.7270
4,True,12,0.7466,0.6680
4,True,14,0.7624,0.7100
4,True,16,0.7888,0.7000
4,True,18,0.8092,0.7440
4,True,20,0.7970,0.7080
4,True,22,0.7546,0.6830
4,True,24,0.8196,0.7270
4,True,26,0.7954,0.7330
4,True,28,0.8390,0.7400
4,True,30,0.8362,0.7480
4,True,32,0.8294,0.7300
4,True,34,0.8552,0.7490
4,True,36,0.8714,0.7520
4,True,38,0.8432,0.7380
4,True,40,0.8848,0.7860
4,True,42,0.9094,0.7960
4,True,44,0.9228,0.8010
4,True,46,0.9212,0.7930
4,True,48,0.9236,0.7920
4,True,50,0.9258,0.7960
4,True,52,0.9288,0.7910
4,True,54,0.9334,0.7940
4,True,56,0.9324,0.7890
4,True,58,0.9344,0.7990
4,True,59,0.9380,0.7940
5,False,0,0.2158,0.2310
5,False,2,0.4268,0.4360
5,False,4,0.5750,0.5770
5,False,6,0.5996,0.5900
5,False,8,0.6774,0.6670
5,False,10,0.7028,0.6740
5,False,12,0.7408,0.7110
5,False,14,0.7252,0.7240
5,False,16,0.7194,0.6950
5,False,18,0.7086,0.6500
5,False,20,0.7252,0.6870
5,False,22,0.6870,0.6340
5,False,24,0.8140,0.7900
5,False,26,0.8590,0.8040
5,False,28,0.7848,0.7250
5,False,30,0.7908,0.7250
5,False,32,0.8290,0.7730
5,False,34,0.8680,0.8020
5,False,36,0.9214,0.8240
5,False,38,0.9288,0.8210
5,False,40,0.9466,0.8520
5,False,42,0.9106,0.8110
5,False,44,0.9458,0.8370
5,False,46,0.9310,0.8470
5,False,48,0.9182,0.8200
5,False,49,0.9022,0.7940
5,True,0,0.5524,0.5300
5,True,2,0.6600,0.6500
5,True,4,0.8204,0.7980
5,True,6,0.7944,0.7660
5,True,8,0.8234,0.7890
5,True,10,0.8410,0.8020
5,True,12,0.8532,0.8010
5,True,14,0.7596,0.7360
5,True,16,0.8522,0.8100
5,True,18,0.8384,0.8000
5,True,20,0.8476,0.7920
5,True,22,0.7984,0.7650
5,True,24,0.8568,0.8050
5,True,26,0.8694,0.8020
5,True,28,0.8594,0.7830
5,True,30,0.9174,0.8490
5,True,32,0.8926,0.8340
5,True,34,0.8538,0.8000
5,True,36,0.8390,0.7710
5,True,38,0.9120,0.8320
5,True,40,0.9212,0.8560
5,True,42,0.9466,0.8680
5,True,44,0.9514,0.8710
5,True,46,0.9542,0.8720
5,True,48,0.9562,0.8790
5,True,50,0.9608,0.8820
5,True,52,0.9638,0.8660
5,True,54,0.9662,0.8720
5,True,56,0.9656,0.8690
5,True,58,0.9608,0.8660
5,True,59,0.9640,0.8750
6,False,0,0.1340,0.1410
6,False,2,0.5072,0.4990
6,False,4,0.5358,0.5400
6,False,6,0.6262,0.6470
6,False,8,0.6322,0.6300
6,False,10,0.6420,0.6310
6,False,12,0.6814,0.6650
6,False,14,0.7288,0.7080
6,False,16,0.7568,0.7390
6,False,18,0.7320,0.6620
6,False,20,0.8196,0.7970
6,False,22,0.8212,0.7690
6,False,24,0.8176,0.7760
6,False,26,0.8258,0.7900
6,False,28,0.8622,0.8060
6,False,30,0.8478,0.8000
6,False,32,0.8582,0.7760
6,False,34,0.8282,0.7500
6,False,36,0.9312,0.8510
6,False,38,0.9328,0.8530
6,False,40,0.9354,0.8410
6,False,42,0.9526,0.8550
6,False,44,0.9428,0.8570
6,False,46,0.9422,0.8520
6,False,48,0.9456,0.8490
6,False,49,0.9596,0.8500
6,True,0,0.4752,0.4230
6,True,2,0.7678,0.7400
6,True,4,0.7548,0.7290
6,True,6,0.8268,0.8060
6,True,8,0.8004,0.7610
6,True,10,0.8658,0.8350
6,True,12,0.8790,0.8310
6,True,14,0.8254,0.7850
6,True,16,0.8688,0.8270
6,True,18,0.8480,0.7970
6,True,20,0.8874,0.8320
6,True,22,0.8674,0.8120
6,True,24,0.8948,0.8360
6,True,26,0.8192,0.7660
6,True,28,0.8392,0.7940
6,True,30,0.9042,0.8260
6,True,32,0.8808,0.8170
6,True,34,0.8620,0.8260
6,True,36,0.8756,0.8230
6,True,38,0.9270,0.8570
6,True,40,0.9376,0.8660
6,True,42,0.9562,0.8840
6,True,44,0.9640,0.8850
6,True,46,0.9666,0.8860
6,True,48,0.9680,0.8830
6,True,50,0.9682,0.8780
6,True,52,0.9706,0.8830
6,True,54,0.9738,0.8870
6,True,56,0.9736,0.8850
6,True,58,0.9724,0.8860
6,True,59,0.9768,0.8810
7,False,0,0.2702,0.3100
7,False,2,0.4894,0.4980
7,False,4,0.5162,0.5480
7,False,6,0.5738,0.5820
7,False,8,0.6344,0.6490
7,False,10,0.6500,0.6510
7,False,12,0.6822,0.6590
7,False,14,0.6482,0.6520
7,False,16,0.6818,0.6600
7,False,18,0.6904,0.6820
7,False,20,0.7156,0.7100
7,False,22,0.7744,0.7270
7,False,24,0.7538,0.7210
7,False,26,0.7626,0.7190
7,False,28,0.7210,0.6910
7,False,30,0.8010,0.7620
7,False,32,0.7860,0.7290
7,False,34,0.8176,0.7810
7,False,36,0.8850,0.7850
7,False,38,0.8958,0.7990
7,False,40,0.8916,0.7940
7,False,42,0.8904,0.7730
7,False,44,0.8744,0.7800
7,False,46,0.9024,0.7930
7,False,48,0.9054,0.8000
7,False,49,0.8828,0.7880
7,True,0,0.4564,0.4380
7,True,2,0.6816,0.7020
7,True,4,0.7896,0.7730
7,True,6,0.8100,0.7900
7,True,8,0.7852,0.7480
7,True,10,0.8168,0.7790
7,True,12,0.8378,0.7950
7,True,14,0.8436,0.7980
7,True,16,0.8498,0.7990
7,True,18,0.8408,0.7790
7,True,20,0.8502,0.7950
7,True,22,0.8658,0.8040
7,True,24,0.8630,0.8080
7,True,26,0.8798,0.8030
7,True,28,0.8458,0.7970
7,True,30,0.8672,0.7980
7,True,32,0.8782,0.8010
7,True,34,0.8810,0.8130
7,True,36,0.8204,0.7690
7,True,38,0.8960,0.8150
7,True,40,0.8938,0.8330
7,True,42,0.9104,0.8400
7,True,44,0.9200,0.8390
7,True,46,0.9252,0.8490
7,True,48,0.9282,0.8400
7,True,50,0.9332,0.8410
7,True,52,0.9328,0.8390
7,True,54,0.9372,0.8360
7,True,56,0.9360,0.8340
7,True,58,0.9370,0.8340
7,True,59,0.9418,0.8350
8,False,0,0.1466,0.1760
8,False,2,0.4984,0.5110
8,False,4,0.5582,0.5650
8,False,6,0.6112,0.5970
8,False,8,0.6432,0.6230
8,False,10,0.6214,0.6120
8,False,12,0.6374,0.6260
8,False,14,0.6880,0.6480
8,False,16,0.7136,0.6710
8,False,18,0.7212,0.6730
8,False,20,0.7422,0.6900
8,False,22,0.6962,0.6650
8,False,24,0.7686,0.6690
8,False,26,0.7830,0.7040
8,False,28,0.8318,0.7340
8,False,30,0.8168,0.7100
8,False,32,0.8420,0.7420
8,False,34,0.8482,0.7450
8,False,36,0.9086,0.7900
8,False,38,0.8844,0.7490
8,False,40,0.9262,0.7770
8,False,42,0.8850,0.7370
8,False,44,0.9008,0.7710
8,False,46,0.9272,0.7790
8,False,48,0.9386,0.7740
8,False,49,0.9322,0.7920
8,True,0,0.3762,0.3770
8,True,2,0.7400,0.7160
8,True,4,0.6980,0.6980
8,True,6,0.8202,0.7760
8,True,8,0.7942,0.7470
8,True,10,0.8028,0.7400
8,True,12,0.8160,0.7570
8,True,14,0.8570,0.7920
8,True,16,0.8300,0.7760
8,True,18,0.8666,0.8010
8,True,20,0.8750,0.7860
8,True,22,0.8506,0.7780
8,True,24,0.8794,0.8050
8,True,26,0.8798,0.7970
8,True,28,0.8876,0.8030
8,True,30,0.8856,0.7990
8,True,32,0.7926,0.6990
8,True,34,0.8964,0.7980
8,True,36,0.8458,0.7480
8,True,38,0.8896,0.7850
8,True,40,0.9162,0.8300
8,True,42,0.9396,0.8380
8,True,44,0.9418,0.8410
8,True,46,0.9476,0.8360
8,True,48,0.9512,0.8460
8,True,50,0.9488,0.8400
8,True,52,0.9494,0.8480
8,True,54,0.9540,0.8470
8,True,56,0.9576,0.8440
8,True,58,0.9528,0.8340
8,True,59,0.9538,0.8480
9,False,0,0.1960,0.2420
9,False,2,0.4576,0.4720
9,False,4,0.5532,0.5520
9,False,6,0.4972,0.4780
9,False,8,0.5580,0.5300
9,False,10,0.7240,0.6730
9,False,12,0.6872,0.6820
9,False,14,0.6068,0.5830
9,False,16,0.7124,0.6950
9,False,18,0.7830,0.7650
9,False,20,0.7880,0.7800
9,False,22,0.8038,0.7560
9,False,24,0.8462,0.7850
9,False,26,0.8420,0.7830
9,False,28,0.7890,0.7500
9,False,30,0.8398,0.7880
9,False,32,0.8838,0.8230
9,False,34,0.8244,0.7680
9,False,36,0.9528,0.8640
9,False,38,0.9614,0.8570
9,False,40,0.9636,0.8550
9,False,42,0.9334,0.8240
9,False,44,0.9372,0.8210
9,False,46,0.9322,0.8260
9,False,48,0.9374,0.8470
9,False,49,0.9444,0.8420
9,True,0,0.5696,0.5660
9,True,2,0.7934,0.7680
9,True,4,0.7578,0.7520
9,True,6,0.8654,0.8160
9,True,8,0.8792,0.8410
9,True,10,0.8458,0.8230
9,True,12,0.8994,0.8620
9,True,14,0.8524,0.8200
9,True,16,0.9118,0.8480
9,True,18,0.9176,0.8540
9,True,20,0.8904,0.8140
9,True,22,0.9160,0.8550
9,True,24,0.9220,0.8510
9,True,26,0.8724,0.8110
9,True,28,0.9014,0.8260
9,True,30,0.9236,0.8560
9,True,32,0.8960,0.8430
9,True,34,0.9346,0.8790
9,True,36,0.9210,0.8490
9,True,38,0.9068,0.8260
9,True,40,0.9372,0.8690
9,True,42,0.9582,0.8860
9,True,44,0.9620,0.8870
9,True,46,0.9656,0.8890
9,True,48,0.9686,0.8910
9,True,50,0.9700,0.8840
9,True,52,0.9700,0.8770
9,True,54,0.9738,0.8820
9,True,56,0.9726,0.8800
9,True,58,0.9730,0.8820
9,True,59,0.9772,0.8750
