experience_idx,acc_taw
0,0.7750
0,0.7750
0,0.7750
1,0.7830
1,0.7830
1,0.7830
2,0.8117
2,0.8117
2,0.8117
3,0.8210
3,0.8210
3,0.8210
4,0.8156
4,0.8156
4,0.8156
5,0.8255
5,0.8255
5,0.8255
6,0.8334
6,0.8334
6,0.8334
7,0.8336
7,0.8336
7,0.8336
8,0.8352
8,0.8352
8,0.8352
9,0.8392
9,0.8392
9,0.8392
