experience_idx,acc_taw
0,0.8700
0,0.8700
0,0.8700
1,0.8760
1,0.8760
1,0.8760
2,0.8620
2,0.8620
2,0.8620
3,0.8537
3,0.8537
3,0.8537
4,0.8448
4,0.8448
4,0.8448
5,0.8573
5,0.8573
5,0.8573
6,0.8453
6,0.8453
6,0.8453
7,0.8468
7,0.8468
7,0.8468
8,0.8338
8,0.8338
8,0.8338
9,0.8333
9,0.8333
9,0.8333
