experience_idx,distillation,epoch,ce,distill
0,False,0,2.0708,0.0000
0,False,2,1.4547,0.0000
0,False,4,1.2532,0.0000
0,False,6,1.1031,0.0000
0,False,8,1.1697,0.0000
0,False,10,1.1014,0.0000
0,False,12,0.9613,0.0000
0,False,14,0.8903,0.0000
0,False,16,0.9666,0.0000
0,False,18,0.8013,0.0000
0,False,20,0.7665,0.0000
0,False,22,0.7965,0.0000
0,False,24,0.6433,0.0000
0,False,26,0.7068,0.0000
0,False,28,0.6382,0.0000
0,False,30,0.5621,0.0000
0,False,32,0.4909,0.0000
0,False,34,0.5379,0.0000
0,False,36,0.3976,0.0000
0,False,38,0.3089,0.0000
0,False,40,0.3473,0.0000
0,False,42,0.2376,0.0000
0,False,44,0.3536,0.0000
0,False,46,0.2112,0.0000
0,False,48,0.2942,0.0000
0,False,49,0.3113,0.0000
0,True,0,2.3696,19.7014
0,True,2,1.6975,13.2701
0,True,4,1.5464,11.4277
0,True,6,1.5053,9.5334
0,True,8,1.2310,8.7647
0,True,10,1.2481,7.2173
0,True,12,1.1947,6.2874
0,True,14,1.1864,6.0213
0,True,16,1.0394,5.3671
0,True,18,1.0096,4.9948
0,True,20,0.8762,5.2042
0,True,22,0.7295,4.3343
0,True,24,0.6256,3.1316
0,True,26,0.6651,2.9501
0,True,28,0.8664,3.6589
0,True,30,0.8624,4.3499
0,True,32,0.6572,3.2694
0,True,34,0.7124,3.2357
0,True,36,0.8360,3.5725
0,True,38,0.5836,2.4579
0,True,40,0.8589,0.0000
0,True,42,0.8917,0.0000
0,True,44,0.9326,0.0000
0,True,46,0.8790,0.0000
0,True,48,0.7240,0.0000
0,True,50,0.7446,0.0000
0,True,52,0.7839,0.0000
0,True,54,0.7674,0.0000
0,True,56,0.8024,0.0000
0,True,58,0.7687,0.0000
0,True,59,0.6388,0.0000
1,False,0,1.7725,0.0000
1,False,2,1.2190,0.0000
1,False,4,0.9263,0.0000
1,False,6,0.7773,0.0000
1,False,8,0.7507,0.0000
1,False,10,0.8275,0.0000
1,False,12,0.8317,0.0000
1,False,14,0.6070,0.0000
1,False,16,0.4954,0.0000
1,False,18,0.3857,0.0000
1,False,20,0.5591,0.0000
1,False,22,0.3819,0.0000
1,False,24,0.4612,0.0000
1,False,26,0.3595,0.0000
1,False,28,0.3040,0.0000
1,False,30,0.3024,0.0000
1,False,32,0.2235,0.0000
1,False,34,0.2844,0.0000
1,False,36,0.1554,0.0000
1,False,38,0.1645,0.0000
1,False,40,0.1351,0.0000
1,False,42,0.1246,0.0000
1,False,44,0.1012,0.0000
1,False,46,0.1861,0.0000
1,False,48,0.1046,0.0000
1,False,49,0.0389,0.0000
1,True,0,1.6765,12.7343
1,True,2,0.6557,5.5475
1,True,4,0.6109,4.7720
1,True,6,0.5229,3.5983
1,True,8,0.6758,5.1540
1,True,10,0.4454,3.2395
1,True,12,0.4623,3.8945
1,True,14,0.4566,3.7954
1,True,16,0.6449,3.8171
1,True,18,0.3864,2.6275
1,True,20,0.4105,2.7735
1,True,22,0.4337,2.8324
