experience_idx,acc_taw
0,0.8920
0,0.8920
0,0.8920
1,0.8465
1,0.8465
1,0.8465
2,0.8387
2,0.8387
2,0.8387
3,0.8335
3,0.8335
3,0.8335
4,0.8398
4,0.8398
4,0.8398
5,0.8258
5,0.8258
5,0.8258
6,0.8283
6,0.8283
6,0.8283
7,0.8360
7,0.8360
7,0.8360
8,0.8332
8,0.8332
8,0.8332
9,0.8346
9,0.8346
9,0.8346
