experience_idx,acc_taw
0,0.7530
0,0.7530
0,0.7530
1,0.7800
1,0.7800
1,0.7800
2,0.8220
2,0.8220
2,0.8220
3,0.8138
3,0.8138
3,0.8138
4,0.8074
4,0.8074
4,0.8074
5,0.8137
5,0.8137
5,0.8137
6,0.8243
6,0.8243
6,0.8243
7,0.8317
7,0.8317
7,0.8317
8,0.8357
8,0.8357
8,0.8357
