experience_idx,distillation,epoch,acc_train,acc_test
0,False,0,0.2166,0.2070
0,False,2,0.4852,0.4780
0,False,4,0.6122,0.6140
0,False,6,0.6602,0.6350
0,False,8,0.6274,0.6300
0,False,10,0.6106,0.5890
0,False,12,0.6884,0.6270
0,False,14,0.7346,0.7060
0,False,16,0.7794,0.7210
0,False,18,0.8000,0.7520
0,False,20,0.7820,0.7460
0,False,22,0.8202,0.7730
0,False,24,0.8266,0.7780
0,False,26,0.8266,0.7410
0,False,28,0.7848,0.7420
0,False,30,0.8572,0.7810
0,False,32,0.8820,0.8140
0,False,34,0.8426,0.7970
0,False,36,0.9378,0.8420
0,False,38,0.9480,0.8420
0,False,40,0.9520,0.8570
0,False,42,0.9418,0.8340
0,False,44,0.9580,0.8520
0,False,46,0.9510,0.8340
0,False,48,0.9602,0.8450
0,False,49,0.9422,0.8160
0,True,0,0.1862,0.1910
0,True,2,0.4144,0.4430
0,True,4,0.5414,0.5290
0,True,6,0.6112,0.6100
0,True,8,0.5964,0.5930
0,True,10,0.6144,0.5620
0,True,12,0.6908,0.6300
0,True,14,0.7092,0.6900
0,True,16,0.7250,0.7110
0,True,18,0.7220,0.6880
0,True,20,0.7286,0.7030
0,True,22,0.7352,0.7140
0,True,24,0.8036,0.7690
0,True,26,0.8084,0.7650
0,True,28,0.7502,0.7090
0,True,30,0.8000,0.7720
0,True,32,0.7284,0.6840
0,True,34,0.7920,0.7710
0,True,36,0.8226,0.7610
0,True,38,0.7854,0.7220
0,True,40,0.8456,0.8050
0,True,42,0.8980,0.8490
0,True,44,0.9012,0.8480
0,True,46,0.9090,0.8560
0,True,48,0.9136,0.8500
0,True,50,0.9220,0.8510
0,True,52,0.9198,0.8520
0,True,54,0.9274,0.8530
0,True,56,0.9232,0.8470
0,True,58,0.9298,0.8540
0,True,59,0.9296,0.8500
1,False,0,0.2252,0.2180
1,False,2,0.3692,0.3770
1,False,4,0.4090,0.4370
1,False,6,0.5760,0.5690
1,False,8,0.6002,0.5850
1,False,10,0.6100,0.5810
1,False,12,0.6754,0.6800
1,False,14,0.6942,0.6680
1,False,16,0.6956,0.6760
1,False,18,0.6528,0.6230
1,False,20,0.7102,0.7050
1,False,22,0.7916,0.7370
1,False,24,0.7930,0.7300
1,False,26,0.8354,0.7840
1,False,28,0.8144,0.7700
1,False,30,0.7588,0.7330
1,False,32,0.8094,0.7710
1,False,34,0.8084,0.7600
1,False,36,0.9460,0.8480
1,False,38,0.9364,0.8340
1,False,40,0.9350,0.8240
1,False,42,0.9484,0.8140
1,False,44,0.9440,0.8200
1,False,46,0.9278,0.8140
1,False,48,0.9506,0.8260
1,False,49,0.9260,0.8240
1,True,0,0.4300,0.4060
1,True,2,0.6588,0.6470
1,True,4,0.6480,0.6340
1,True,6,0.7476,0.6940
1,True,8,0.7232,0.6880
1,True,10,0.7676,0.7280
1,True,12,0.7724,0.7220
1,True,14,0.7676,0.7510
1,True,16,0.7984,0.7500
1,True,18,0.7786,0.7590
1,True,20,0.8264,0.7660
1,True,22,0.8416,0.7640
1,True,24,0.8002,0.7430
1,True,26,0.8340,0.7810
1,True,28,0.8430,0.7800
1,True,30,0.8644,0.7940
1,True,32,0.8864,0.8150
1,True,34,0.8688,0.7970
1,True,36,0.8508,0.7710
1,True,38,0.8302,0.7730
1,True,40,0.8950,0.8150
1,True,42,0.9336,0.8460
1,True,44,0.9410,0.8430
1,True,46,0.9440,0.8420
1,True,48,0.9442,0.8470
1,True,50,0.9512,0.8480
1,True,52,0.9514,0.8480
1,True,54,0.9530,0.8520
1,True,56,0.9550,0.8530
1,True,58,0.9546,0.8460
1,True,59,0.9588,0.8410
2,False,0,0.1420,0.1460
2,False,2,0.3528,0.3720
2,False,4,0.5130,0.5300
2,False,6,0.5124,0.5250
2,False,8,0.5564,0.5320
2,False,10,0.5954,0.5930
2,False,12,0.6334,0.6110
2,False,14,0.6390,0.6400
2,False,16,0.6428,0.6430
2,False,18,0.6826,0.6560
2,False,20,0.7744,0.7280
2,False,22,0.7260,0.6790
2,False,24,0.7340,0.6730
2,False,26,0.7582,0.6980
2,False,28,0.7332,0.6800
2,False,30,0.7930,0.7090
2,False,32,0.8178,0.7450
2,False,34,0.8194,0.7070
2,False,36,0.9232,0.8180
2,False,38,0.9366,0.8000
2,False,40,0.9056,0.7680
2,False,42,0.9364,0.8100
2,False,44,0.9188,0.7870
2,False,46,0.9512,0.8050
2,False,48,0.9290,0.7960
2,False,49,0.9180,0.7660
2,True,0,0.3764,0.3530
2,True,2,0.6516,0.6680
2,True,4,0.6968,0.6830
2,True,6,0.7688,0.7450
2,True,8,0.6318,0.5920
2,True,10,0.7482,0.6970
2,True,12,0.8218,0.7840
2,True,14,0.7544,0.6960
2,True,16,0.8414,0.7700
2,True,18,0.7810,0.7160
2,True,20,0.8468,0.7750
2,True,22,0.7234,0.6980
2,True,24,0.8584,0.7750
2,True,26,0.8316,0.7470
2,True,28,0.8500,0.7900
2,True,30,0.8492,0.7580
2,True,32,0.8848,0.7960
2,True,34,0.8802,0.7860
2,True,36,0.8668,0.7910
2,True,38,0.8726,0.7800
2,True,40,0.8824,0.8050
2,True,42,0.9322,0.8330
2,True,44,0.9374,0.8310
2,True,46,0.9470,0.8460
2,True,48,0.9470,0.8450
2,True,50,0.9472,0.8440
2,True,52,0.9510,0.8390
2,True,54,0.9554,0.8380
2,True,56,0.9528,0.8370
2,True,58,0.9604,0.8460
2,True,59,0.9592,0.8430
3,False,0,0.1272,0.1300
3,False,2,0.4126,0.4380
3,False,4,0.4172,0.4360
3,False,6,0.4938,0.5090
3,False,8,0.5760,0.5540
3,False,10,0.6094,0.5650
3,False,12,0.6186,0.6020
3,False,14,0.6530,0.6180
3,False,16,0.6924,0.6600
3,False,18,0.6450,0.5840
3,False,20,0.7314,0.6820
3,False,22,0.7072,0.6500
3,False,24,0.7156,0.6540
3,False,26,0.7948,0.7090
