experience_idx,acc_taw
0,0.8500
0,0.8500
0,0.8500
1,0.8455
1,0.8455
1,0.8455
2,0.8447
2,0.8447
2,0.8447
3,0.8265
3,0.8265
3,0.8265
4,0.8232
4,0.8232
4,0.8232
5,0.8220
5,0.8220
5,0.8220
6,0.8339
6,0.8339
6,0.8339
7,0.8425
7,0.8425
7,0.8425
8,0.8490
8,0.8490
8,0.8490
9,0.8482
9,0.8482
9,0.8482
