experience_idx,distillation,epoch,ce,distill
0,False,0,1.7505,0.0000
0,False,2,1.2388,0.0000
0,False,4,0.9663,0.0000
0,False,6,0.8239,0.0000
0,False,8,0.8434,0.0000
0,False,10,0.8649,0.0000
0,False,12,0.6617,0.0000
0,False,14,0.7669,0.0000
0,False,16,0.6700,0.0000
0,False,18,0.5137,0.0000
0,False,20,0.4752,0.0000
0,False,22,0.3630,0.0000
0,False,24,0.3047,0.0000
0,False,26,0.3299,0.0000
0,False,28,0.3920,0.0000
0,False,30,0.2320,0.0000
0,False,32,0.3995,0.0000
0,False,34,0.2785,0.0000
0,False,36,0.2196,0.0000
0,False,38,0.1172,0.0000
0,False,40,0.2137,0.0000
0,False,42,0.2814,0.0000
0,False,44,0.1282,0.0000
0,False,46,0.2218,0.0000
0,False,48,0.0970,0.0000
0,False,49,0.0921,0.0000
0,True,0,2.0321,23.0983
0,True,2,1.6554,14.7819
0,True,4,1.1370,10.7197
0,True,6,0.9559,8.7154
0,True,8,1.1582,9.1234
0,True,10,1.0243,6.9990
0,True,12,1.0176,7.3619
0,True,14,0.7522,5.7473
0,True,16,0.6990,4.2133
0,True,18,0.8313,6.2362
0,True,20,0.6163,4.1519
0,True,22,0.7212,4.8994
0,True,24,0.5510,4.0356
0,True,26,0.6334,4.1903
0,True,28,0.7905,4.2833
0,True,30,0.3627,2.6006
0,True,32,0.5316,3.7424
0,True,34,0.6172,3.6923
0,True,36,0.5438,3.3980
0,True,38,0.4749,3.0440
0,True,40,0.7613,0.0000
0,True,42,0.4518,0.0000
0,True,44,0.2976,0.0000
0,True,46,0.4602,0.0000
0,True,48,0.5203,0.0000
0,True,50,0.6020,0.0000
0,True,52,0.4256,0.0000
0,True,54,0.3316,0.0000
0,True,56,0.5507,0.0000
0,True,58,0.3389,0.0000
0,True,59,0.3354,0.0000
1,False,0,1.9049,0.0000
1,False,2,1.4209,0.0000
1,False,4,1.2447,0.0000
1,False,6,1.2291,0.0000
1,False,8,1.0407,0.0000
1,False,10,0.8536,0.0000
1,False,12,0.7773,0.0000
1,False,14,0.6485,0.0000
1,False,16,0.7839,0.0000
1,False,18,0.7000,0.0000
1,False,20,0.6368,0.0000
1,False,22,0.6460,0.0000
1,False,24,0.5283,0.0000
1,False,26,0.4470,0.0000
1,False,28,0.3061,0.0000
1,False,30,0.3645,0.0000
1,False,32,0.4254,0.0000
1,False,34,0.3600,0.0000
1,False,36,0.1813,0.0000
1,False,38,0.1498,0.0000
1,False,40,0.1755,0.0000
1,False,42,0.1530,0.0000
1,False,44,0.1286,0.0000
1,False,46,0.0986,0.0000
1,False,48,0.1774,0.0000
1,False,49,0.0679,0.0000
1,True,0,1.6083,13.8587
1,True,2,1.0238,8.0172
1,True,4,0.7341,6.4796
1,True,6,0.7811,5.3304
1,True,8,0.7861,4.9207
1,True,10,0.6467,4.7516
1,True,12,0.4752,3.5569
1,True,14,0.6379,4.2138
1,True,16,0.7328,3.7541
1,True,18,0.4722,3.2670
1,True,20,0.3330,2.0966
1,True,22,0.5205,3.1976
1,True,24,0.3976,2.2323
1,True,26,0.4232,2.8254
1,True,28,0.3009,2.5379
1,True,30,0.5493,3.3897
1,True,32,0.3579,2.3047
1,True,34,0.2800,2.0959
1,True,36,0.3113,2.2231
1,True,38,0.3678,2.7259
1,True,40,0.3663,0.0000
1,True,42,0.3180,0.0000
1,True,44,0.4205,0.0000
1,True,46,0.3426,0.0000
1,True,48,0.3235,0.0000
1,True,50,0.3809,0.0000
1,True,52,0.3099,0.0000
1,True,54,0.2392,0.0000
1,True,56,0.3597,0.0000
1,True,58,0.3131,0.0000
1,True,59,0.2548,0.0000
2,False,0,1.9718,0.0000
2,False,2,1.5466,0.0000
2,False,4,1.4152,0.0000
2,False,6,1.2106,0.0000
2,False,8,1.0675,0.0000
2,False,10,0.9656,0.0000
2,False,12,0.8999,0.0000
2,False,14,0.8393,0.0000
2,False,16,0.8983,0.0000
