experience_idx,acc_taw
0,0.8430
0,0.8430
0,0.8430
1,0.8460
1,0.8460
1,0.8460
2,0.8333
2,0.8333
2,0.8333
3,0.8355
3,0.8355
3,0.8355
4,0.8372
4,0.8372
4,0.8372
5,0.8395
5,0.8395
5,0.8395
6,0.8336
6,0.8336
6,0.8336
7,0.8360
7,0.8360
7,0.8360
8,0.8376
8,0.8376
8,0.8376
9,0.8381
9,0.8381
9,0.8381
